Frequency,T0Magnitude,T1Magnitude,T2Magnitude,T3Magnitude,T4Magnitude,T5Magnitude
698125000000,-9.667193003,-2.952208886,-1.269638021,-1.269638021,-6.213540226,-6.824289241
698750000000,-9.598373861,0.418909572,1.077420114,1.077420114,-1.222370942,-1.647696462
699375000000,-7.343471014,-0.352659049,-0.791757582,-0.791757582,0.045149253,-0.032499269
700000000000,-6.744769986,-3.766705447,-4.481142311,-4.481142311,-1.980129408,-1.809900829
700625000000,-5.105229073,-8.33873159,-8.556286887,-8.556286887,-6.958303906,-6.63412366
701250000000,-4.344047418,-5.831486259,-5.933043767,-5.933043767,-6.941202278,-7.014082976
701875000000,-2.388867268,-0.234354461,0.062245133,0.062245133,-0.974109919,-1.060341373
702500000000,-6.985103551,1.025124256,1.132756772,1.132756772,0.910093149,0.940556974
703125000000,-7.279447031,2.192335974,2.797107483,2.797107483,1.689405397,1.611475653
703750000000,-4.555002358,1.708704686,1.861018987,1.861018987,2.161724817,2.189728254
704375000000,-12.14142766,-5.459545228,-5.493294772,-5.493294772,-5.385733006,-5.353749811
705000000000,-10.7459865,-4.844422969,-4.610865595,-4.610865595,-5.248969177,-5.308796883
705625000000,-3.812882402,-2.533971563,-2.272779687,-2.272779687,-3.157940185,-3.204838293
706250000000,-3.376657779,2.74588122,3.365772895,3.365772895,0.781954252,0.423076593
706875000000,-5.087173222,0.074702465,-0.092274552,-0.092274552,0.713705694,0.864835074
707500000000,-2.131415902,-0.756876293,-0.835314203,-0.835314203,-0.583022401,-0.544113271
708125000000,-3.610090041,-2.325337059,-2.43032267,-2.43032267,-2.074085523,-2.013483357
708750000000,-6.332584925,-4.343264543,-4.535989182,-4.535989182,-3.975000823,-3.63408032
709375000000,-8.247897018,-12.9248137,-12.21676072,-12.21676072,-11.76014581,-13.57439591
710000000000,-8.259235103,6.23868444,-3.50240311,-3.50240311,5.060948171,1.893650464
710625000000,-9.052045269,1.497259952,0.044234552,0.044234552,6.546459435,8.107897625
711250000000,-11.31190558,-4.461770981,-5.151416085,-5.151416085,-2.663496765,-2.336656261
711875000000,-11.42244076,-7.146121657,-7.66306403,-7.66306403,-5.957806523,-5.704603875
712500000000,-7.800894311,-9.850679519,-10.06951515,-10.06951515,-9.129061689,-8.958566279
713125000000,-7.368834057,-7.377841927,-8.272593441,-8.272593441,-7.932711441,-8.184535132
713750000000,-8.197359132,1.121073529,0.46094588,0.46094588,0.67740895,0.401162717
714375000000,-6.609237924,0.189490383,-0.241668369,-0.241668369,0.806144712,0.904451045
715000000000,-4.339994064,-1.848789978,-2.015329665,-2.015329665,-1.415232636,-1.296075105
715625000000,-2.853923196,-3.961695376,-4.073514818,-4.073514818,-3.420095109,-3.334027413
716250000000,-2.326090675,-7.261538228,-7.45580943,-7.45580943,-7.278734685,-7.198953869
716875000000,-5.980430292,-1.738240978,-1.958435527,-1.958435527,-2.165804775,-2.281218444
717500000000,-1.21023914,0.284078936,0.282142077,0.282142077,0.207556182,0.184890672
718125000000,-1.958296749,-0.404124312,-0.740144545,-0.740144545,0.129062072,0.244978058
718750000000,-0.586622428,-0.358081307,-0.535559535,-0.535559535,-0.086448674,-0.022341044
719375000000,-1.028397652,0.821701313,-0.115298932,-0.115298932,2.015158362,2.26203658
720000000000,-2.190906255,3.096648744,3.998586774,3.998586774,0.493177577,0.046937295
720625000000,-1.619109565,0.068363081,0.049429639,0.049429639,-0.276470544,-0.306078036
721250000000,-3.233217328,-0.143685073,-0.67024792,-0.67024792,0.325077742,0.377253828
721875000000,-3.099675677,-2.252238629,-2.872213596,-2.872213596,-0.977111561,-0.675697627
722500000000,-0.169466015,0.410220982,0.721095946,0.721095946,0.045226273,-0.052598838
723125000000,-0.356382578,-0.413607815,-0.612068948,-0.612068948,-0.064084023,0.05107472
723750000000,0.302849076,-0.006019188,0.0534243,0.0534243,-0.119164619,-0.149984913
724375000000,-0.308095047,0.045131314,0.069264315,0.069264315,0.028030786,0.0294876
725000000000,-5.577348252,0.760662862,1.324270435,1.324270435,-0.038562439,-0.264617023
725625000000,-12.90013107,-7.02983614,-7.274454926,-7.274454926,-6.504194926,-6.77994767
726250000000,-6.50805779,-6.44952629,-6.552640418,-6.552640418,-6.435849194,-6.525896003
726875000000,-3.510135983,-2.098267346,-1.882079774,-1.882079774,-2.535871034,-2.630279019
727500000000,-9.511458795,-1.25069229,-0.964200328,-0.964200328,-1.91157902,-2.089533078
728125000000,-6.594958747,4.411945681,5.624637134,5.624637134,1.819182201,2.069926885
728750000000,-5.189457762,-0.21449751,-0.499008538,-0.499008538,-0.009497742,1.008708804
729375000000,-7.387263264,-2.5835209,-3.100864304,-3.100864304,-1.979865197,-1.944945115
730000000000,-6.944422349,-4.086314732,-4.335999537,-4.335999537,-3.630779169,-3.526230997
730625000000,-6.190568128,-6.819656398,-7.077357466,-7.077357466,-6.152280537,-5.671674827
731250000000,-2.212990305,-24.48995257,-25.31914003,-25.31914003,-17.86006947,-20.19158354
731875000000,-12.09186207,4.577783338,-5.564318624,-5.564318624,-5.497911466,-3.771748606
732500000000,-3.129368875,3.552265929,0.761112616,0.761112616,-0.166071595,-0.493973073
733125000000,-6.966605114,-10.09432421,-8.150955068,-8.150955068,-8.730786286,-6.394784767
733750000000,-7.567143348,-8.891543,-8.278699161,-8.278699161,-3.834927765,-7.568717151
734375000000,-7.772105406,-11.88171815,-12.32863269,-12.32863269,-12.657945,-11.7701128
735000000000,-8.922121466,-4.896679267,-5.692711495,-5.692711495,-5.995760086,-6.053568332
735625000000,-4.612187588,0.956890279,0.28004855,0.28004855,1.436573497,1.455726529
736250000000,-1.782662815,-0.035242985,0.007242126,0.007242126,0.057172662,0.044079792
736875000000,-3.691782956,-2.561492876,-2.681738102,-2.681738102,-2.258875852,-2.139006261
737500000000,-2.591085059,-3.638156779,-3.442404812,-3.442404812,-3.772372944,-3.632596074
738125000000,-0.606302676,-1.656163054,-1.798167043,-1.798167043,-1.64007813,-1.532336969
738750000000,-0.260014014,-0.205044167,-0.135140054,-0.135140054,-0.403438253,-0.364716352
739375000000,-0.138060729,0.154584948,0.106344447,0.106344447,0.048347241,0.051702601
740000000000,0.199275674,-0.240393828,-1.179771448,-1.179771448,0.451354504,0.597448995
740625000000,0.692222251,-1.057218631,-1.624300562,-1.624300562,-0.087169956,0.200330719
741250000000,0.228888961,1.673824807,1.7476521,1.7476521,1.905307914,2.167076303
741875000000,-0.360435112,0.722069442,0.568760496,0.568760496,0.298170642,0.429245437
742500000000,0.009019508,-0.002105225,-0.001995076,-0.001995076,0.002016146,-0.001481816
743125000000,-0.523725762,0.009975363,-0.08777082,-0.08777082,-0.238151081,0.015249247
743750000000,0.868186319,0.893212973,-0.042163624,-0.042163624,0.730846383,0.756703466
744375000000,0.093586475,1.634000251,2.304543381,2.304543381,1.897358566,2.194142749
745000000000,-0.467095834,-0.540334963,-0.574394509,-0.574394509,-0.464251867,-0.396715186
745625000000,-0.523472856,-0.11213769,0.043381671,0.043381671,-0.012152285,-0.015744297
746250000000,8.971726917,-8.450962417,3.734030442,3.734030442,8.133844562,6.652887876
746875000000,-9.674598691,-12.40816066,-4.004931263,-4.004931263,-10.86911193,-7.854980554
747500000000,-0.832508653,-2.233753962,3.429579412,3.429579412,0.254066972,-1.274700186
748125000000,-6.637901067,-4.811102574,-5.710265201,-5.710265201,-7.936083526,-9.20142062
748750000000,-10.54323322,-4.084644643,-4.157562703,-4.157562703,-9.316366624,-4.942084066
749375000000,-0.308787992,-0.188311737,1.053107496,1.053107496,-1.893715123,-0.669864226
750000000000,-4.459549106,1.969044946,-6.242656696,-6.242656696,0.124856576,0.432670145
